ov,Last updated (DD/MM/YY),Expiry Date?,Name,Service Type,Additional/other (separate each type with a semi-colon),"Details (who, what, when, where, why)",Region,City/ Town,Address,Post Code,Phone,URL,Email,Hours,Volunteer need?
Michelle Lam,31/07/17,,UK Lesbian & Gay immigration group,LGBTQI,Advice & Support,"1. Supporting LGBT asylum seekers: providing support & information via our helpline and in person; referring to solicitors; organising a monthly support meeting; visiting detention centres and running other social support projects.
2. Research & Policy: monitoring and researching relevant (legal) developments and issues; researching human rights in countries of origin; working to ensure LGBT people are treated equally and with dignity in the asylum process; seeking to improve the quality of UKBA decision making, and networking with organisations and individuals working on related issues in UK and internationally.
3. Training & Information: providing training and information on LGBT asylum issues to relevant service providers in the refugee and LGBT community, solicitors and other legal advisers, UKBA staff and the judiciary.",,,"32-36 Loman Street, Southwark, London SE1 0EH",SE1 0EH,"Asylum Support Tel:  020 7922 7811
Admin Tel: 020 7922 7812",https://uklgig.org.uk/,admin@uklgig.org.uk,,
,,,United Nations High Commissioner for Refugees,Advice & Support,,"During times of displacement, we provide critical emergency assistance in the form of clean water, sanitation and healthcare, as well as shelter, blankets, household goods and sometimes food. We also arrange transport and assistance packages for people who return home, and income-generating projects for those who resettle. ",London,Switzerland or London,"UK address: 10 Furnival St, London EC4A 1AB",,020 3761 9500,http://www.unhcr.org/uk/,http://www.unhcr.org/uk/contact-form.html,"Monday: 09.00-17.30, Tuesday: 09.00-17.30, Wednesday: 09.00-17.30, Thursday: 09.00-17.30, Friday: 09.00-15.00, Saturday: Closed, Sunday: Closed",
,Jul-16,N/A,United Nations High Commissioner for Refugees (UNHCR),Advice & Support,Advocacy,"UNHCR leads and co-ordinates international action to protect refugees and resolve refugee problems worldwide. Its primary purpose is to safeguard the rights and wellbeing of refugees. It strives to ensure that everyone can exercise their right to seek asylum and refuge in another state, with the option to return home voluntarily, integrate locally, or to resettle in a third country. It also has a mandate to help stateless people.",National,N/A,N/A,N/A,N/A,http://www.unhcr.org.uk,N/A,N/A,N/A
Amelia Cooper has emailed MRSN who list them (12/09),,,United Somali Bravanese Community (USBC),,,Listed on Manchester Refugee Support Network website (http://mrsn.myzen.co.uk/page.php?data=132) but with a broken link,,Manchester,N/A,,N/A,N/A,N/A,,
,July 2016,,Vandu Language Services,Translation,,"Vandu Language Services provide cost-effective, culturally-intelligent interpreting and translation services in Sussex.",South East,Lewes,26 St Nicholas Lane,BN7 2JZ,01273 473986,http://www.vlslanguages.com,info@vlslanguages.com,N/A,No
Michelle Lam,29/07/17,,Voice For The Voiceless UK,Legal,,"We offer accessible and bespoke services in such areas as Immigration, Asylum, Nationality, Housing, Employment, Welfare & Benefits matters to the migrant communities.",East of England,,"16 Pickering Road
Barking, Essex
IG11 8PG",IG11 8PG,7424451615,http://www.voicevuk.org.uk/,,,
Michelle Lam,31/07/17,,Waaberi Community Development Association,Education,Children & Young People,,,,"South London Islamic Centre
Mitcham Lane
London
",SW16 6NN,2086966777,admin@waaberi.org,,,
Lydia Boateng (Michelle Lam),26/07/2017,,Wac Performing Arts And Media College,Children & Young People,"Social (clubs, groups); Education","Supports young people to expand their life opportunities and aspirations through performing arts and media. Offers performing arts and media programmes to young people aged 4-26. Programmes include: Full-time Diploma in Musical Theatre course; weekend and evening enrichment programmes; summer and holiday courses. Its mission is to be a sustainable arts-inspired educational safe haven for young people, providing high quality training at a low cost. Their priority is to ensure that low income and disadvantaged young people can take part in the performing arts at all levels. This extends as far as members want to go and especially if they choose to develop their skills into a future career in the arts. Wac Arts gives those young people who are marginalised by society priority access to all of their programmes. Their aim is to provide equality of access to high quality performing arts training for each one of our students",London,North London,"Hampstead Old Town Hall Centre, 213 Haverstock Hill, London",NW3 4QP,020 7692 5800,http://www.wacarts.co.uk/,Info@WacArts.co.uk,"Monday-Friday: 08.30-21.00, Sat-Sunday: 09.00-21.00",
,1/6/17,,Walsall Refugee And Asylum Seeker Support Association,Befriending,Children & Young People; Housing; Advice & Support,"Provides practical support for asylum seekers, refugees and other migrants in need who are staying or reside within the Borough of Walsall. This includes provision of basic necessities (food, transport, etc) and befriending.",West Midlands,Walsall,"St. Pauls Church Office
 Darweel Street
 Walsall",WS1 1DA,01922 633075,www2.cuf.org.uk/organisation/wrassa,"margaret.gibbons@blueyond
 er.co.uk",,No
,,,Wamda Capital ,,,invest in transformational businesses and create meaningful partnerships with entrepreneurs - See more at: http://www.wamdacapital.com/index.php#sthash.FG8JyzMp.dpuf,,,Business Central Towers P.O.Box 95946 Media City,,N/A,http://www.wamdacapital.com/index.php,info@wamdacapital.com,,
,,,Welsh Refugee Council,Advice & Support,,empower asylum seekers and refugees to build new futures in Wales and help create a society where respect and equality for all are paramount,Wales,Cardiff,"Welsh Refugee Council
120 - 122 Broadway
Cardiff",CF24 1NJ,02920489800,http://welshrefugeecouncil.org.uk/,http://welshrefugeecouncil.org.uk/get-in-touch/contact-us,,
,Birmingham Team Doing This,,West End Refugee Service,Advice & Support,,"Provides support services for asylum seekers and refugees. The range of integrated services aims to address the disadvantage, exclusion and poverty which affect asylum seekers and refugees living in the West End of Newcastle upon Tyne.",North East,Newcastle,Newcastle Upon Tyne,NE4 5JE,0191 273 7482,www.wers.org.uk/,info@wers.org.uk,"Monday: 09.30-17.30, Tuesday: 09.30-17.00, Wednesday: 11.00-17.00, Thursday: 09.30-17.00, Friday: 09.30-13.00, Saturday: Closed, Sunday: Closed",Yes
,Birmingham Team Doing This,,West End Refugee Service - Drop-in,Advice & Support,Support,"Provides support services for asylum seekers and refugees. The range of integrated services aims to address the disadvantage, exclusion and poverty which affect asylum seekers and refugees living in the West End of Newcastle upon Tyne.",North East,Newcastle,Newcastle Upon Tyne,NE4 5JE,0191 273 7482,www.wers.org.uk/,info@wers.org.uk,"Monday: 9.30-16.00, Tuesday: 9.30-13.00, Wednesday: 11.00-16.00, Thursday: 9.30-13.00, Friday: 9.30-13.00
",Yes
,To call HDS,,Womankind,Women,,"Provides women in the Bristol area with free or affordable psychotherapy and counselling.

Ask for Safer Women Project  that works with AS+R only and thus shorter waiting list. 
",South West,Bristol,"Brunswick Court, Brunswick Square,
Bristol",BS2 8PE,"448454582914
Helpline: 443454582914",http://www.womankindbristol.org.uk/,info@womankindbristol.org.uk,,
,,,Women Asylum Seekers Together,Women,Advice & Support,"Aims of WAST
 

    Providing a safe and secure women only space and a source of support for each other, social and emotional
    Empowerment for one another, sharing knowledge and information, skills and experiences.
    Helping each other take forward our asylum applications and run campaigns.
    Promoting and improving our skills and experience.
    Involving ourselves in organisational and community development activities and networking with other groups.
    Raising awareness and lobbying on Women’s Asylum issues.
    Promoting a positive image of asylum seekers.",North West,Manchester,"Ada House, 77 Thompson St, Manchester M4 5FY",M13 9PL,Landline: 0161 464 7374 Mobile: 07821540745,http://www.wast.org.uk/,womentogether@wast.org.uk,,
Helen Seacombe (Michelle Lam),24/07/17,,Women Asylum Seekers Together London (WFWR),Women,"Advice & Support; Social (clubs, groups)",WAST is a group of female asylum seekers providing support for each other. It mainly offers drop-in sessions on every Friday at Methodist Central Hall – Oldham street M1 1JQ and also has a choir which performs.,London and Manchester,London - Old Street,3rd Floor Swan street building 20 Swan street Manchester M4 5JW,M4 5JW,,http://www.wast.org.uk/,womentogether@wast.org.uk,Friday: 11.00-15.00,
Misha MccGwire (Michelle Lam),27/07/17,,Women For Refugee Women,Women,"Education; Social (clubs, groups)","What they do: 
- Yoga: 11.15am
- Mums and children English lessons: 11.00-12.30
- Beginner and intermediate English classes: 12-30-14.00 (followed by lunch)
- Intermediate and advanced English classes: 15.00-16.30
",London,East London,"52-54 Featherstone St, London ",EC1Y 8RT,020 7250 1239 or  020 7250 1631,http://www.refugeewomen.co.uk/,admin@refugeewomen.co.uk ,n/a,
Michelle Lam,28/07/17,,Women Like Us,Women,,"Offers career advice to women, help women explore part-time job opportunities, provides training courses to female job seekers etc.",London,South London - Southwark,"5-11 Lavington St, London SE1 0NZ
",SE1 0NZ,020 7633 4550,http://www.womenlikeus.org.uk/,info@womenlikeus.org.uk,Monday-Friday: 08.30-17.00,
,,,Women Seeking Sanctuary Action Group,Women,Befriending; Housing; Advice & Support,"WSSAG is a group where women can come and meet and learn from one another and share experiences with total confidence, also making friends and connections. They empower and support women seeking sanctuary in Wales to voice their needs and represent themselves at strategic and policy making levels.",Wales,Wales,"5HB, 3 N Church St, Cardiff CF10 N Church St, Cardiff CF10",,29021320635,http://www.wssagwales.org.uk/,wssagwales@yahoo.co.uk,"Tuesday: 10.00-13.00, Wednesday: 10.00-16.00, Thursday: 10.00-13.00",
Michelle Lam,31/07/17,,Womensgrid,Employment/ Training/ Volunteering,Women,"A platform providing information related to women-related opportunities, job vacancies, news, campaigns etc.",National,,,,,https://www.facebook.com/Womensgrid-200872856607728/,,n/a,
Holly Hollingsworth (Michelle Lam),24/07/17,,Working Men's College,Employment/ Training/ Volunteering,Education,"Working Men's College provides a range of courses (English, craft, ESOL, work training etc) and the majority of the student body is formed by women, unemployed and refugee students. ",London,North London - Camden,Crowndale Road Centre: 44 Crowndale Road,NW1 1TR,20 7255 4700,http://www.wmcollege.ac.uk/,info@wmcollege.ac.uk,"Monday-Thursday: 09.00-21.00, Friday: 09.00-16.00",
Kate Hyde (Michelle Lam),26/07/17,,Year Here,Employment/ Training/ Volunteering,Education,"Year Here recruits graduates for a year to undertake three major projects -- all related to devising solutions to large scale social problems. Afterwards, they leave the organisation as 'Fellows'.",London,London,"18 Ashwin St, London 
",E8 3DL,,http://yearhere.org/,michael.simpson@yearhere.org,,
